"gutenberg_id","tokens"
10967,13221
10968,54714
10969,36114
1097,34901
10970,16419
10972,72471
10973,113409
10974,59979
10977,59200
10978,72616
1098,91183
10984,144184
10985,125079
10986,22215
10988,71134
1099,104987
10991,125474
10992,61619
10995,112047
110,152684
11000,40805
11008,79524
11009,4280
11011,38582
11012,52214
11013,107281
11014,48699
11015,17730
11016,112990
11017,130970
11018,169627
11019,53288
11020,40846
11022,27539
11025,17858
11026,91488
11027,50966
11028,62159
11029,66928
11030,83707
11031,58447
11033,3482
11039,33
11041,63223
11043,49951
11045,52606
11050,148421
11051,36727
11052,141180
11053,30452
11054,30868
11056,38077
11057,82140
11058,96883
11059,15548
11060,34215
11062,49304
11063,38553
11064,28092
11066,13793
11068,81633
11074,31847
11077,7476
11079,96625
11082,196208
11084,26256
11085,104577
11086,49197
11088,58476
11089,117390
11090,21893
11091,43115
11093,72757
11095,690
11096,17996
11097,16079
11099,6976
111,82453
11100,243036
11101,33635
11102,41939
11104,51680
11105,5252
11106,112348
11107,11442
11110,99295
11111,50101
11113,44196
11115,75824
11116,33218
11119,280120
11120,19139
11121,11263
11122,164571
11124,69026
11126,64224
11127,36198
11128,71220
11130,9611
11135,20867
11136,26849
11137,82377
11138,26181
11140,32611
11141,63038
11142,17065
11143,71672
11144,43504
11145,47692
11151,36071
11153,38878
11156,37058
11160,116342
11161,118154
11162,1709
11163,67860
11165,125315
11166,62383
11167,27192
11171,16905
11172,18320
11174,39252
11181,4444
11182,4929
11183,4375
11184,4065
11185,4820
11186,2709
11187,4103
11188,4093
11189,3449
11190,4503
11191,41465
11192,6437
11193,13669
11194,7314
11195,69450
11197,65995
11198,17342
112,20699
11200,65290
11203,108657
11211,83711
11212,144437
11213,20006
11214,130794
11215,22960
11216,36286
11217,115485
11221,163148
11223,84304
11224,27708
11226,17902
11227,62482
11228,89808
11229,104165
11231,14576
11232,47567
11238,23234
11240,54051
11242,187677
11243,170261
11247,75271
11249,43766
11252,57479
11253,49069
11254,55939
11256,100923
11257,24846
11259,68349
11260,13698
11261,30
11262,30
11263,72771
11266,5905
11269,65033
11270,37807
11276,117569
11277,48747
11278,13901
11279,22450
11280,81516
11283,21048
11289,62528
11290,39311
11298,104097
113,81409
11303,58136
11304,76080
11309,48603
11311,82565
11313,143365
11315,16406
11319,39216
11323,146456
11324,43646
11325,34
11327,65409
11328,88068
11329,194026
11333,10763
11335,6838
11337,53959
11345,14002
11346,50856
11349,66457
11351,24708
11352,99977
11353,17217
11354,121514
11356,37961
11357,80629
11360,62313
11365,25278
11367,158252
11368,41939
11371,43981
11372,68771
11373,102761
11376,71102
11377,26449
11379,88225
1138,111869
11381,86412
1139,47476
11391,59837
11394,43545
11395,87884
11397,155072
11398,74924
11399,69918
1140,75097
11400,152178
11402,91047
11409,167347
1141,11937
11410,94391
11413,124055
11414,46248
11416,46769
11418,89717
11419,61158
1142,31392
11424,96617
11426,33995
11427,42117
1143,79279
11431,217055
11432,22724
11436,39761
11438,19753
1144,35416
11440,26962
11441,37178
11448,53889
11449,14827
1145,83590
11451,35629
11454,105435
1146,45493
11464,65483
11468,48797
11469,42907
1147,46325
11471,4523
11472,3705
11473,3490
11474,3909
11475,4116
11476,5181
11477,3403
11478,2984
11479,4652
11480,4035
11481,4746
11483,97119
11489,43852
11490,198519
11493,36929
11496,10421
11499,20429
11501,89953
11502,101635
11503,21552
11504,49576
11505,59967
11506,43685
11508,57514
11509,71546
11513,55042
11514,36004
11517,24770
11520,102223
11521,47677
11522,4968
11526,67981
1153,89432
11532,21232
11534,126828
11535,148027
11536,88841
1154,75137
11546,101641
11547,103016
11549,260742
1155,76203
11554,31132
11556,57056
11557,58558
11558,18793
11559,133375
1156,125520
11560,11732
11561,80529
11562,105819
11563,12911
11565,103701
1157,34311
11571,66683
11572,104259
11573,182492
11574,74679
11576,114144
11579,180132
1158,67289
11580,55175
11581,72248
11582,43679
11584,91090
11585,45835
11587,29057
1159,64122
11593,89525
11594,97154
1160,15467
11602,79508
11603,102208
11605,18366
11608,32650
11609,35883
1161,71035
11610,14032
11614,113403
11615,1029773
11618,95251
1162,105104
11620,89879
11623,125352
11624,68640
11625,119807
11626,88768
11628,54389
1163,72097
11632,47861
11633,15992
11634,75791
11635,25766
11639,76627
1164,88923
11640,65956
11641,28975
11642,65453
11643,209985
11654,61417
11655,112814
11656,50171
11660,57423
11661,18188
11664,53177
11665,113417
11666,55919
11667,93817
11668,56808
1167,51731
11671,54249
11672,76878
11673,8127
11674,90541
11675,91806
11676,25047
11679,16850
1168,68812
11680,161237
11681,39367
11682,133142
11683,72263
11686,152336
11688,53342
11689,7870
11690,97424
11691,78566
11694,12647
11696,75364
11697,154522
11698,73671
11699,16838
117,45
11700,15008
11701,26
11702,46651
11703,123484
11708,130150
11711,9705
11715,115369
11716,115228
11717,75723
11718,63118
11719,107481
11720,175656
11722,5814
11723,65761
11728,65736
11729,190851
11730,41612
11733,47868
11737,18547
11746,114316
11749,34825
11750,51557
11752,60644
11753,11779
11754,56926
11757,3990
11759,25693
11765,78020
11768,161725
11771,127946
11772,77361
11774,36444
1182,89122
1183,74152
1184,465303
1185,109272
11857,42690
11858,70207
11859,118511
1186,7719
11860,22
11861,35360
11867,81403
11869,161013
1187,34545
11870,162781
11874,131862
11875,37097
11876,97467
11878,39339
1188,56050
11880,56593
11881,96335
11882,123340
1189,5242
11895,32421
11896,104462
11897,19265
119,159992
1190,14434
11900,52540
11901,126057
11904,117028
11906,30978
11911,101897
11912,46856
11913,68028
11915,15436
11917,102267
11918,110920
11922,47004
11923,89901
11924,56717
11926,13599
1193,22917
11930,21389
11933,57727
11934,322145
11935,38869
11936,1849
11937,103204
11939,6093
1194,102667
11941,106020
11942,129392
11943,92005
11944,99975
11945,73396
11947,65936
1195,19383
11951,143436
11952,149265
11953,139981
11954,162052
11955,242301
11956,187048
11957,171306
11959,43969
1196,12030
11960,39378
11961,78995
11962,65242
11965,36280
11966,10651
11969,24150
1197,109924
11970,92449
11971,12247
11972,10893
11973,14174
11974,9828
11975,13274
11976,60371
11977,27682
11978,50281
11979,1906
1198,211131
11980,61672
11982,135330
11983,11175
11984,75615
11987,69512
11988,58999
11990,8729
11991,13602
11997,14875
11999,21830
120,69111
12000,99462
12001,69856
12002,18546
12004,50023
12006,28406
1201,95250
12010,4676
12013,124717
12014,95980
12015,81625
12016,121688
12019,97121
1202,63118
12020,48851
12021,25361
12022,21881
12024,150174
12026,46469
12027,67785
12028,53649
12029,26206
1203,28002
12031,19718
12032,9692
12034,15597
12035,33750
12036,9342
12037,12322
12038,6582
1204,56694
12041,108249
12042,26969
12045,113735
12046,168423
12047,122644
12048,14934
12049,24075
1205,19643
12050,155978
12051,120407
12052,99966
12056,92482
12057,93519
1206,41998
12067,55608
12068,131949
1207,118040
12071,12385
12073,86557
12074,93492
12077,172744
12078,74882
1208,51473
12081,85124
12083,94421
12084,104417
12085,96505
12088,127291
12089,70748
1209,218144
12090,102782
12092,108723
12093,4503
12095,58808
12096,34055
121,77858
1210,37851
12100,50992
12101,158367
12102,71061
12103,1385
12104,118355
12106,47765
12109,760
12112,48809
12115,136562
12116,2420
1212,33806
12121,4100
12122,3982
12123,4068
12124,4290
12125,3806
12126,3645
12127,4021
12128,4598
12129,3734
1213,18214
12130,3846
12131,3895
12132,2497
12133,46596
12136,41599
12138,26966
12139,78703
1214,76647
12142,55357
12143,30919
12145,123126
12146,148656
1215,9481
12151,4284
12152,3566
12153,3814
12154,3900
12155,3451
12156,2940
12157,3719
12158,3244
12159,3956
1216,49855
12160,3590
12161,36449
12163,76720
12164,77412
1217,59159
12170,53323
12172,27391
12175,93119
12176,29201
12177,99324
12179,128495
1218,160097
12181,23986
12183,114479
12184,54606
12185,54431
12186,71517
12187,79100
12189,88290
1219,17166
12190,126367
12191,112644
12192,56492
12193,59768
12194,70809
12195,81846
12196,39936
12197,31662
12199,44490
122,143521
1220,6967
12201,4463
12202,4569
12203,4110
12204,4567
12205,4167
12206,4072
12207,3820
12208,4171
12209,4452
1221,18583
12210,4194
12211,4193
12212,4672
12213,4587
12214,4403
12215,60335
12217,161885
12218,175605
1222,18112
12220,3589
12224,55646
12225,130290
12226,55079
12229,156281
1223,82887
12233,355477
12234,212560
12235,139328
12236,167524
12238,214630
12239,77083
1224,86001
12240,32469
12241,9411
12242,30915
12243,152746
12244,57266
12245,27059
12248,50125
12249,97708
1225,39616
12254,77226
12255,11270
12257,11253
12260,30644
12261,164711
12264,117567
12265,110241
12269,28696
1227,110414
12270,50784
12272,76082
12277,56130
12278,65611
12279,99278
1228,157002
12280,114702
12281,70781
12282,59491
12283,80936
12286,104818
12287,84240
12288,47232
1229,36859
12290,45091
12291,115626
12293,48921
12296,97569
12298,7701
12299,49991
123,49988
1230,7985
12300,86920
12302,56632
12303,157679
12304,131947
12307,45347
12308,96914
12309,86845
1231,41536
12313,42345
12314,68831
12315,32228
12316,90666
12317,32167
12320,80965
12321,4061
12324,37217
12325,219404
12326,121674
12327,40649
12328,136082
12329,66131
1233,47692
12330,45735
12334,52105
12335,123401
12336,61240
12337,1660
12341,59826
12345,47989
12346,96947
12347,102022
12348,70830
12349,126513
1235,161348
12352,74625
12353,125878
12354,82086
12355,15971
12357,66157
12359,9163
1236,110125
12360,113675
12361,109970
12362,106597
12364,38164
12366,27206
1237,104747
12371,110444
12375,51983
12376,90628
12377,30255
1238,9071
12380,80058
12383,124839
12384,31210
12385,118855
12386,73884
12387,171240
12388,53290
12389,13050
1239,88746
12390,6901
12391,14739
12396,71139
12397,66514
1240,20630
12400,126817
12403,97538
12405,52997
12409,182064
1241,15533
12411,105947
12413,24000
12414,41990
12415,16258
12416,68066
12417,6710
12418,85833
12419,137351
1242,22013
12421,48730
12422,113231
12423,98642
12424,41725
12426,87843
12428,110468
12429,83555
1243,20773
12430,9160
12431,59187
12433,106476
12434,43267
12436,91866
12439,44364
12440,66897
12441,82250
12442,151498
12445,159005
12449,133047
1245,167795
12450,106078
12452,52269
12453,160393
12454,15086
12455,116160
12456,33569
12458,1717
1246,22148
12460,60259
12461,65424
1247,8178
12470,100376
12471,102578
12474,12435
12475,14691
12476,37773
12478,79926
12480,85661
12481,60853
12482,79223
12483,146956
12484,117910
12485,162428
12486,52648
1249,21456
12491,26401
12492,25534
12493,18790
12494,21979
12495,61884
125,120378
1250,19253
12506,101830
12507,114457
12508,63899
12509,107913
12510,14147
12512,21845
12513,15765
12514,220960
12516,105673
12519,46668
12520,163535
12523,48481
12525,97690
12527,100103
12528,122170
12529,43025
1253,12250
12532,89835
12535,74018
12537,66175
12538,85657
1254,35672
12540,66454
12541,137748
12542,90093
12545,109859
12549,81796
12555,47198
12556,92657
12557,79744
12558,141978
12560,105587
12561,110118
12563,45592
12564,62113
12565,257332
12569,48599
1257,230520
12570,71654
12571,52086
12577,35
1258,269569
12580,37791
12581,84975
12584,52311
12585,48334
12586,43915
12587,207631
12588,62575
1259,243539
12590,78193
12592,27716
12594,31267
12596,97293
126,29505
1260,188399
12600,76975
12605,89879
12606,512083
12607,15911
12608,10235
12609,15912
1261,101560
12611,85259
12615,4925
12616,27081
1262,81319
12621,81511
12622,71583
12624,121233
12625,36749
12626,29950
12628,114554
12629,78594
1263,83296
12630,15552
12631,26165
12632,157148
12633,32250
12638,32169
12639,63597
1264,56141
12641,49513
12643,4271
12644,19819
12647,41056
12648,22561
12649,135083
1265,89102
12651,92507
12652,103605
12653,117855
12654,116023
12656,47530
12657,37032
12658,46049
12659,67549
1266,48026
12661,116315
12662,88956
12663,67917
12664,8624
12667,309381
12668,114625
12669,161765
1267,83560
12670,51386
12672,74402
12673,80837
12674,97037
12675,40863
12677,26055
12678,40082
12679,56234
1268,194300
12680,197505
12681,22972
12682,50625
12683,51759
12684,49746
12686,57514
12687,20492
12689,47383
1269,79948
12690,47991
12691,46420
12692,46898
12694,31976
12696,18113
12697,86590
1270,41898
12700,103752
12701,30
1271,54862
12725,96072
12728,47476
12729,48195
1273,14224
12730,31
12731,47613
12734,48375
12735,48466
12736,80475
1274,77913
12740,82666
12741,54842
12742,88030
12743,19046
12744,72988
12748,86172
1275,38415
12750,55899
12753,94079
1276,19280
12762,41492
12763,93131
12764,53332
12765,25503
12767,80322
12768,93918
12769,90412
1277,18674
12770,36604
12771,177395
12772,36985
12773,120844
12774,45967
12775,47001
12776,47448
12777,47865
12778,47863
12779,53058
1278,31412
12787,65771
12789,41413
1279,129944
12790,48319
12791,74980
12792,58725
12793,53642
12794,18476
12797,99704
12798,66074
12799,61421
128,111941
1280,39086
12800,99528
12801,104279
12803,29475
12805,51271
12806,46495
12807,46794
12808,47705
12809,71057
12810,48049
12811,22731
12813,51419
12816,39158
12817,116637
12818,72583
12819,46518
12820,17996
12821,171958
12823,25
12826,81468
12827,58546
12828,28098
12830,6156
12832,8645
12833,44730
12834,15793
12835,123866
12839,84302
12841,21140
12842,4840
12843,60422
12846,62007
12847,100483
12849,102734
1285,16328
12852,59829
12853,40081
12854,44475
12855,52616
12856,25125
12857,12663
12858,38787
12859,24
1286,101376
12861,119378
12864,167422
12868,111514
1287,97646
12870,49292
12871,21731
12874,97265
12875,102860
12876,116482
12877,72955
1288,38863
12880,63254
12881,13389
12882,76624
12884,93315
12885,23016
12886,23057
12887,31964
1289,21297
12890,42632
12891,86249
12892,34508
12895,102772
12896,52417
1290,106323
12900,273820
12901,106779
12902,45496
12903,69977
12904,94891
12908,93884
12909,25233
1291,13402
12910,72000
12911,65498
12912,112530
12913,139760
12914,19557
12918,47968
12919,90747
12920,62976
12922,66083
12923,84354
12928,129683
12929,172600
1293,48832
12931,66608
12932,34319
12933,72321
12935,65854
12936,48155
12937,49436
1294,27621
1295,26353
12952,47331
12954,141261
12955,25678
12956,220859
12959,136548
1296,55655
12961,36583
12963,86387
12964,90067
12968,63696
1297,51740
12970,55627
12971,35747
12972,66532
12973,99699
12974,26644
12976,77927
12977,46189
12978,30322
1298,130682
12980,49518
12981,77756
12984,73879
12985,76936
12986,75516
12988,20981
12989,55554
1299,60266
12990,115111
12991,10000
12992,70736
12994,77491
12995,97123
12996,14189
12997,48671
12998,29684
130,64082
1300,106018
13000,64179
13001,42790
13002,73131
13003,107148
13004,3483
13005,35500
13006,22192
13007,12104
13008,14108
13009,52764
1301,312409
13010,151114
13011,69676
13015,137447
13017,81201
13018,167793
13019,64017
1302,24120
13020,51425
13029,63920
1303,101840
13031,31881
13032,55054
13033,142721
13034,62639
13035,1892
13037,66185
13039,30818
13042,121608
13043,126662
13044,98317
13045,83495
13046,54517
13047,94629
13049,47666
1305,22078
13050,39156
13052,17922
13054,69752
13055,246639
13057,55237
13058,126600
1306,33421
13064,42123
13065,59076
13066,66058
13068,42876
13069,36102
1307,97599
13071,75273
13073,64028
13076,100803
13077,97369
1308,11075
13081,11063
13084,113481
13085,105221
13087,29574
13088,48941
13089,97870
1309,20182
13091,97353
13094,82768
13095,21442
1310,66107
13104,53868
13105,96097
13106,101345
13109,20370
1311,20480
13110,47426
13111,23406
13114,34513
13115,112837
13117,206778
13118,6850
13119,18667
1312,120568
13121,187712
13123,63903
13124,238705
13128,82133
1313,44862
13130,223562
13131,15448
13132,47954
13135,43093
13136,13184
13137,6612
13138,10279
1314,72474
13141,27
13142,9928
13143,69277
13144,85555
13146,21224
13147,51319
13148,224187
1315,54999
13150,84688
13151,129540
13152,138511
13155,54668
13158,55735
13159,253742
13161,39168
13162,27025
13163,137653
13167,7802
13168,76519
1317,18959
13170,127333
13172,71758
13176,56472
13177,25087
13178,72972
13179,36146
13180,54230
13181,72285
13183,153155
13188,108044
1319,59993
13191,97836
13193,16408
13194,187308
13196,53602
13197,14950
1320,228031
13201,179108
13202,85007
13204,112904
13205,41171
13206,88697
13208,54988
13209,65400
1321,4698
13211,9352
13212,97013
13215,78209
13218,152017
1322,124357
13222,102484
13223,75990
13224,96128
13225,220674
13226,58791
13227,58143
13228,92951
13229,125850
1323,306084
13232,35070
13234,72696
13235,55508
13238,55479
1324,42020
13240,240094
13243,98006
13245,26888
13246,198746
13248,72530
13249,181050
1325,106723
13254,74672
13257,104664
1326,36824
13260,172123
13261,105423
13262,188654
13267,15494
13268,125625
1327,48920
13271,98564
13272,61799
13273,55817
13275,19965
13276,109157
13277,50299
13278,29796
1328,8652
13282,33294
13287,230429
13288,32722
13289,55774
1329,93413
13290,61808
13291,88987
13292,45243
13293,51594
13294,30315
13295,174708
13296,98429
133,120181
1330,2931
13301,4101
13302,9972
13305,74891
13307,85629
1331,3065
13310,283382
13312,85403
13315,115690
13319,35115
1332,16017
13321,68269
13325,163627
13329,28670
1333,23822
13330,54828
13333,76286
13334,77169
13335,72784
13337,48307
1334,137828
13340,82918
13342,60955
13343,125963
13345,99295
13347,14314
13349,117411
1335,29116
13350,8864
13351,102585
13353,15189
13354,97624
13355,22687
13356,99165
13357,65616
1336,9035
13360,37587
13363,98865
13364,57044
13365,98823
13366,220861
13367,75585
13368,79556
13369,79802
1337,21504
13370,33337
13372,70657
13375,74766
13377,60122
13379,64349
1338,32673
13381,237150
13384,87737
13387,166707
13388,11211
13395,53585
13396,72281
13398,46930
1340,209926
13402,21995
13403,55420
13404,74558
13405,152066
13407,77112
13408,88315
13409,66982
1341,1978
13410,61622
13412,56899
13413,70143
13414,63399
13415,72042
13416,72306
13417,61974
13418,73547
13419,77444
1342,127996
13420,113828
13423,35191
1343,76778
13430,101650
13432,58440
13433,60124
13434,59126
13435,37349
13436,9744
13438,99186
13441,65020
13442,22177
13444,143372
13448,50877
13449,17876
1345,25400
13453,151360
13454,176423
13455,51540
13457,116012
13459,72189
1346,40765
13460,16941
13461,111323
13464,9038
13467,45551
13468,93600
1347,46779
13470,15590
13471,33826
13474,80004
13476,39648
13477,11459
1348,54238
13481,56966
13482,18870
13483,28825
13485,13096
13486,48719
13487,8984
13488,67643
1349,282657
13493,45562
13494,2997
13496,32926
13497,145792
13498,72796
13499,114856
135,571444
1350,101899
13500,72400
13501,115925
13504,19295
13505,72823
13506,12039
13508,35615
13509,70209
1351,65162
13510,11426
13511,40066
13512,91548
13514,117741
13515,136407
13517,18519
13518,175869
1352,48997
13522,28226
13526,15212
13527,49426
13528,111889
13529,214162
1353,101671
13530,86392
13531,31745
13532,98420
13534,111508
13537,78708
13539,38230
1354,66917
13541,75187
13542,66822
13543,27635
13545,140746
13546,90375
13547,145407
13549,144210
1355,43947
13552,246134
13553,78487
13554,21546
13555,68193
13556,56294
13559,89470
1356,117073
13560,11769
13561,91942
13567,89837
1357,7728
13570,82131
13572,65751
13573,89240
13574,27188
13576,36815
1358,23143
13582,12074
13583,89831
13586,30696
13588,148103
13589,57868
1359,20161
13597,107610
136,8244
1360,45904
13601,253063
13606,272586
13610,141631
13611,169124
13612,154165
13613,108929
13614,122725
13615,285995
13617,184151
13618,39809
13619,71995
13626,151602
13646,3641
13647,11459
13648,4590
13649,5723
1365,331822
13650,29671
13652,36467
13656,76291
1366,281516
13660,86767
13664,24182
13665,47626
13666,87273
13667,118747
1367,10242
13670,68178
13672,21558
13673,140689
13677,25067
13678,43452
13679,53444
1368,120910
13685,123906
1369,19374
13694,53134
13695,119207
137,16823
1370,210774
13706,11420
13707,149328
13708,59062
13709,82972
1371,162507
13715,82200
13716,50941
13718,31406
1372,118647
13720,97953
13721,103073
13722,29199
13723,73573
13724,66876
13728,250432
1373,3641
13730,55328
13731,89321
13738,162152
13739,69577
1374,25144
13740,45637
13746,171555
13748,41090
13749,176051
1375,61899
13752,84239
13754,19603
13755,69105
13756,56997
13757,155074
13758,25473
13759,17323
1376,66810
13760,56014
13762,5174
13763,122443
13764,81671
13767,8270
1377,130107
13774,88505
13778,65025
1378,97194
13781,19814
13782,130564
13784,49191
13785,37261
13786,30440
13789,235688
1379,45984
13790,53994
13791,13049
13799,83525
138,68549
1380,108353
13801,77038
13803,44341
13806,190816
13809,16638
1381,42661
13811,74096
13812,68457
13813,122467
13814,116820
1382,45542
13820,12379
13821,41467
13823,73965
13824,9845
13826,64893
13827,57601
1383,50339
13830,925
13831,157554
13832,142207
13833,41066
13835,62143
13836,75366
1384,50334
13840,88013
13842,36083
13843,13451
13844,60914
1385,72295
13851,243911
13852,24734
13853,7610
13854,66704
13858,37037
13859,56482
1386,95223
13860,53177
1387,9158
13876,77106
13878,97960
13879,14959
1388,9705
13880,42364
13881,8018
13882,80731
13883,102188
13887,74672
13888,71025
13889,35642
1389,23004
13890,13031
13891,48762
13893,48420
13894,26517
13895,17789
13896,29090
13897,60498
13898,41056
139,76758
1390,66516
13900,16630
13905,33621
13906,7397
13908,43427
13909,53844
1391,72417
13910,38223
13911,66297
13912,55331
13913,78873
13916,19440
13918,34881
1392,10150
13922,37984
13923,227597
13926,88451
13928,55634
13929,55129
1393,14499
13930,54074
13931,33439
13932,99331
13933,80783
