"gutenberg_id","tokens"
27362,102156
27363,59045
27365,73732
27366,12471
27367,111943
27368,46306
2737,63055
27370,8350
27373,67259
27374,65816
27375,18311
27377,41918
27378,200611
27382,37562
27384,86242
27385,132267
27386,5658
2739,198291
27393,10364
27394,84979
27395,87511
2740,212662
27400,132617
27401,25920
27404,73520
27409,2179
2741,82942
27410,145752
27411,63572
2742,12249
27423,69826
27424,2700
27425,61404
27426,31447
2743,91822
27430,104338
27431,37729
27432,60725
27435,124984
27436,75980
27437,68474
27438,69782
27439,104626
2744,73788
27442,91230
27444,46827
27445,77574
27447,68516
27448,36368
27449,53172
2745,22824
27450,173079
27452,52869
27453,54426
27454,68896
27457,38055
2746,36994
27461,77889
27462,6993
27463,37271
27464,2724
27465,20298
27466,19630
2747,15793
27471,54803
27472,14013
27475,104701
27476,90525
2748,43579
27485,20784
27488,133107
2749,25301
27491,10568
27492,5288
27494,26978
2750,39395
27500,68454
27503,30773
27504,122674
27505,113043
27507,158073
2751,18546
27511,62982
27513,101036
27514,59452
27516,64402
27518,75144
27519,73622
2752,16716
27521,89656
27522,57610
27524,14167
27525,62416
27526,130994
27529,73745
2753,43481
27530,392
27531,55653
27533,70944
27534,8171
27537,87620
2754,16
27547,66068
27549,73960
2755,14771
27550,24605
27551,57896
27552,19954
27553,121283
27554,59250
27557,34511
2756,15
27563,1872
27567,55483
27568,63419
27569,40853
2757,20798
27571,190851
27575,85404
27577,145333
27578,78154
27579,25111
2758,21331
27580,75217
27583,3929
27584,52361
27586,7343
27587,124388
27588,4879
2759,175149
27591,104251
27594,69778
27595,53432
27597,93939
276,48
2760,626675
27600,238553
27601,108693
27604,436428
27607,30970
27609,4375
2761,78182
27612,6197
27613,84797
27616,59229
27618,168474
2762,129293
27629,117305
2763,86585
27630,17496
27635,60098
2764,23016
27642,43214
27645,6606
27646,10977
27649,6084
2765,26505
27650,27273
27651,7365
2766,81737
27660,5618
27661,81049
27663,25794
27666,61491
2767,64007
27670,9547
27677,3486
27678,49518
27679,49229
2768,119151
27680,47605
27681,148662
27682,77701
27683,26541
27684,88287
27687,34312
27688,23914
2769,103269
27690,74361
27692,57834
27697,4175
27698,188068
27700,4919
27702,38851
27704,154228
27705,57402
27706,20246
27707,20557
27709,6285
2771,70903
27710,136139
27711,75869
27712,26
27713,133626
2772,79432
27724,69262
27726,34873
27727,1368
27728,74032
2773,95782
27730,78770
27731,7530
27732,114240
27735,1058
27737,52156
27739,99526
27740,5444
27741,51113
27742,147022
27743,122566
27744,16534
27745,10425
27747,89332
27748,97829
27749,28589
2775,76225
27750,101412
27752,46802
27755,115066
27756,2966
2776,52780
27763,106461
27764,24309
27766,83899
27767,8142
2777,63994
27771,49373
27776,11099
27777,42766
27778,55314
27779,38227
2778,83263
27780,69636
27781,27906
27784,53170
27785,135042
27786,97197
27787,80580
27789,50729
27792,22485
27793,80362
27794,101936
27795,35095
27799,64118
2780,106155
27801,30168
27802,55502
27805,59943
2781,29852
27810,76526
27811,90069
27813,58090
27814,22944
27817,30156
2782,32747
27821,207834
27824,110118
27829,255421
2783,71165
27834,47316
2784,53917
27842,163470
27848,9653
27849,7425
2785,84382
27850,61973
27851,6484
27852,23577
27853,22945
27857,64375
2786,93700
27860,98497
27862,49917
27863,14093
27865,18018
27866,27249
27868,102805
27869,144408
2787,102837
27870,27175
27872,233988
27873,21015
27874,107147
2788,105709
27880,7584
27881,77212
27882,56855
27887,45228
27888,52742
27894,22028
27897,108307
27901,100556
27902,62078
27903,59832
27906,88313
27907,143240
27908,105598
27909,118451
27910,107559
27911,92533
27912,15535
27913,119187
27916,19910
27917,62320
27918,23851
2792,65221
27921,7023
27922,30523
27923,57285
27924,50562
27925,135905
27929,56404
2793,15990
27930,98510
27932,12902
27933,54199
27934,82379
27935,50976
27939,54962
2794,12077
27942,411667
27949,121899
2795,74807
27950,90702
27951,29632
27953,90714
27958,103159
2796,59165
27962,86765
27963,98093
27965,72868
27966,252114
27968,6793
2797,19727
27971,14836
27975,45041
27977,316336
2798,6394
27980,136325
27981,89085
27982,114702
27983,39329
27984,73421
27986,13995
27987,11943
27988,291617
2799,89278
27990,35375
27991,34008
27993,93997
27995,67875
27996,89172
27997,100755
27998,76147
27999,45198
280,65874
28000,7479
28001,4604
28004,76824
28006,195762
28008,23956
28010,20923
28011,34357
28017,134566
28019,66067
2802,154825
28021,9129
28025,117619
28026,65559
28027,43899
2803,171038
28030,931
28031,666
28032,6555
28033,153587
28034,35451
28036,85958
28037,58732
28038,48728
2804,94526
28040,115721
28041,107820
28043,11145
28045,4129
28046,251368
28047,3257
2805,124890
28050,7515
28052,8497
28053,12421
28054,352570
28056,100858
28057,146601
28058,50796
28059,4291
2806,46511
28062,5699
28063,2251
28064,23956
28065,34893
28067,96751
28069,16465
2807,116602
28070,57982
28071,62343
28072,131835
28074,175320
28076,940
28077,21713
28084,63929
28088,246993
28089,63956
2809,90953
28091,62721
28093,67388
28096,101702
28097,99909
28098,29511
28099,23969
281,5665
2810,27444
28101,26500
28102,5735
28107,110627
28109,20496
28110,8717
28111,1512
28112,64477
28115,91910
28116,98738
28117,88636
28118,25903
28119,2740
2813,68575
2814,68017
28145,14297
28146,36933
28147,44573
28149,39553
2815,71669
28156,3013
28157,141146
28160,10127
28161,76233
28162,78123
28163,58904
28164,44134
28167,68825
28169,127650
2817,2902
28171,24259
28172,7255
28173,24030
28174,34738
28177,55211
28179,85511
2818,90141
28180,50571
28184,3242
28187,23418
28189,68352
2819,16308
28190,61522
28191,20805
28192,14883
28193,14486
28199,71534
282,89089
28203,86711
28204,12667
28208,128418
2821,25641
28215,50219
28216,46064
28218,2660
28221,50426
28222,114394
28223,52989
28225,89317
28226,159342
28228,98896
28229,75992
2823,31171
28232,10080
28234,104057
28235,81542
28236,75087
28237,35887
2824,40026
28240,114869
28241,58809
28242,86230
28244,46939
28245,48592
28247,222307
28248,157408
2825,33363
28252,30506
28253,82932
28255,52603
2826,16073
28260,14752
28262,32532
28264,112443
28266,70404
28267,58570
28268,63853
2827,13015
28270,20674
28271,52138
28272,303375
28273,172475
28274,68611
28276,86842
28277,3723
28278,49372
2828,42734
28283,53444
28284,142618
28287,52128
28288,36311
28289,105721
2829,21639
28291,84332
28293,15057
28294,145807
28295,105546
28298,90437
283,97587
2830,14043
28301,96566
28302,21333
28303,25991
28305,9524
28307,37897
28309,110043
28312,48217
28315,62616
28316,14186
28319,25912
2832,104643
28322,7207
28323,118109
28326,80823
28327,26297
28328,95955
28329,162054
2833,118133
28330,5707
28331,49740
28333,93633
28335,43692
28337,72093
2834,114770
28340,55750
28345,220928
28346,58042
28349,38485
2835,57303
28356,99965
28357,127356
28359,6647
2836,53120
28361,158270
28363,17
28365,25153
28366,75240
28367,64115
28376,255255
28377,63177
28378,82136
28379,78447
28380,59774
28381,52086
28383,25347
28385,17985
28386,25062
28387,92675
28389,3582
28390,24210
28391,81561
28393,24569
28394,24807
284,131262
28400,96475
28401,21133
28402,131487
28406,751
28407,137350
28409,18
2841,112961
28413,98865
28416,77156
28418,61252
28419,32390
2842,21841
28425,22526
28426,19034
2843,15275
28431,22243
28432,102094
28433,65689
28435,249785
28436,99104
28437,1335
28438,1181
28439,53982
2844,18949
28440,110910
28441,55866
28443,53053
28444,59339
28445,57858
28446,80729
28449,51580
2845,131793
28451,2536
28453,3202
28454,61644
28458,58569
28459,115062
28460,6785
28461,101942
28462,89042
28463,184646
28465,57005
28467,60013
28471,58210
28472,51021
28479,10342
28480,57984
28482,59440
28483,29253
28484,29612
28486,16986
28489,85700
28492,44687
28493,9187
28495,10658
28496,415988
28497,101241
285,98098
28500,437622
28502,18962
28503,54996
28504,69594
28505,67249
28506,54576
28507,18845
28509,72271
2851,64094
28512,46032
28514,75683
28515,187528
28516,150206
28517,62019
28518,842
2852,59660
28524,158057
2853,209728
28530,59831
28533,46882
28535,675
28536,102694
28537,48103
28538,42190
28540,303372
28544,157148
28545,200953
28546,217789
28547,18288
28548,110208
2855,54553
28550,923
28551,57137
28552,29084
28553,76580
28554,2708
28555,20566
28557,910
2856,88618
28561,57917
28562,44230
28563,26247
28564,60523
28565,50983
28566,72095
28567,119654
28569,24336
2857,93120
28571,66919
28572,28038
28574,64940
28576,5810
28577,11786
28579,80644
2858,55329
28583,5422
28585,84734
28586,10189
28589,56966
2859,10807
28590,92148
28595,39708
28597,56257
28598,26594
286,157143
2860,210617
28600,85102
28607,27835
28609,14110
2861,80430
28612,77168
28613,112692
28614,82377
28615,22340
28616,79414
28618,125699
28619,44528
2862,42405
28627,12308
28628,9089
28629,157379
2863,24259
28631,41393
28632,44670
28633,21769
28634,17607
28635,36973
28636,82136
28637,169142
28638,102273
2864,115433
28641,177681
28643,1097
28644,2495
28647,1476
28648,26
28649,241288
2865,28035
28650,3098
28651,75948
28652,13209
28654,61975
28656,101081
28657,67550
28659,7823
2866,116667
28662,51264
28663,33411
28665,5518
28666,7342
28667,66240
2867,55072
28670,28573
28674,151333
28675,80821
28676,127104
28679,119754
2868,88797
28680,62243
28682,9560
28683,98161
28688,73982
28689,63584
2869,20027
28690,91094
28693,31970
28694,52328
28695,6119
28696,59320
28697,70194
28698,7377
28699,46210
287,81386
2870,64404
28700,93539
28701,362
28703,23362
28704,9956
28705,8504
28706,47857
28708,111680
28709,103417
2871,203007
28711,117983
28713,89165
28716,12952
28717,138901
2872,203273
28722,8940
28724,52341
28725,70099
28727,78650
28729,181427
2873,213245
28730,13332
28736,73868
2874,80682
28741,66531
28743,68265
28744,44069
28745,2021
28747,1127
28748,40996
28749,70964
2875,72223
28750,37405
28752,52686
28757,25815
2876,72683
28760,126
28763,106385
28764,36773
28766,59599
28767,8644
28768,24
28769,35
28775,44000
28776,35071
28780,92151
28783,116121
28784,30
28791,145979
288,56530
2880,12222
28802,25231
28803,366
28804,74553
28805,56404
2881,146862
28812,11178
28813,45543
28814,4310
28815,72464
28816,2754
28817,1832
28818,1346
28819,87318
2882,121860
28820,89175
28821,1552
28822,4019
28823,4869
28824,2894
28825,2648
28826,3137
2883,66699
28830,2438
28832,9022
28834,2569
28835,3729
2884,64373
28846,13072
28847,3211
28848,69305
28849,54401
2885,86649
28850,363
28851,20526
28852,1658
28853,46528
28854,61853
28855,45409
28856,83481
28857,128586
28859,4937
2886,61829
28860,7776
28861,59413
28862,80186
28864,1980
28870,64421
28871,1097
28873,48137
28874,2888
28875,65026
28876,1355
28877,59363
28879,2476
2888,32351
28880,106129
28883,26749
28885,27586
28886,7050
28887,55309
28889,24703
28892,906
28893,690
28894,1588
28896,2557
28897,225886
28898,362
289,59689
28900,198061
28901,59435
28903,11934
28905,7062
28906,105262
2891,110209
28915,64529
2892,66491
28922,1243
28924,1384
28925,197756
28926,75169
2893,60952
28931,60957
28934,56305
28935,34726
28936,81627
28948,187772
2895,191677
28950,92526
28951,9699
28954,1717
28956,63472
28958,80496
28959,1745
2896,92881
28960,64851
28961,97897
28966,36701
28969,1341
2897,68116
28970,6248
28972,1432
28974,52546
28976,197565
28979,18928
2898,49509
28980,167226
28981,62944
28982,99508
28983,38176
28985,2922
28986,2652
28987,95922
28988,130591
28989,72069
2899,46045
28990,40976
28991,49406
28992,90774
28994,8416
28996,37680
28999,61598
290,78164
2900,52868
29000,171430
29001,41827
29003,95895
29004,1029
29005,19313
29008,76106
2901,9433
29010,20061
29018,11877
29019,2866
2902,14163
29020,21240
29023,79195
29024,78833
29027,8821
29028,68460
29029,100721
2903,17188
29031,48807
29033,12529
29038,9612
2904,18270
29041,83803
29042,28418
29046,8968
29047,112569
2905,46709
29051,97440
29053,12724
29054,186545
29056,13432
29057,9494
29059,12966
2906,18792
29060,9286
29063,43113
29064,36055
29065,16009
29067,23247
29069,10559
2907,18897
29070,79002
29071,76934
29073,41594
29076,10045
2908,22732
29083,111097
29085,60920
29086,126911
29088,44155
29089,18842
2909,15055
29090,412251
29091,180797
29092,236217
29093,62911
29096,28968
29098,6205
291,36673
2910,6008
29100,98948
29103,4840
29104,88842
29106,87371
29107,50625
29109,26239
2911,23238
29112,29751
29116,22705
29117,61414
29118,7661
29119,103902
2912,19733
29121,79093
29122,5241
29123,2203
29125,4206
29129,61227
2913,17079
29130,56381
29131,87526
29132,4852
29135,13879
29138,1706
29139,1335
2914,16222
29141,2536
29142,1396
29143,155690
29147,3406
29149,3013
2915,17128
29153,18452
29155,90510
29156,108
29159,4990
2916,19949
29162,80673
29166,23794
29167,66487
29168,3719
2917,23429
29170,4085
29171,67001
29172,77148
29173,72304
29177,9486
2918,7108
29183,88125
2919,5791
29190,8801
29193,3900
29195,3550
29196,3758
29197,31649
29199,75413
292,86295
2920,12268
29201,7424
29202,9951
29204,6837
29206,5536
29207,80601
29209,2908
2921,6904
29210,2151
29212,8356
29215,6461
29219,144668
2922,6765
29220,18483
29222,20668
29223,25316
29224,5483
29225,10230
29226,24770
29227,26867
29228,23469
29229,15158
2923,8420
29230,17266
29231,17318
29232,162091
29234,14806
29237,10785
2924,6535
29240,4730
29242,4584
29244,185253
29245,69233
2925,7569
29252,8675
29253,660
29254,10819
29256,4904
29257,91996
29258,34814
29259,7333
2926,7001
29263,63642
29264,77293
29266,99206
29268,110596
2927,5295
29271,3768
29272,3273
29273,8906
29274,63588
29276,5900
29277,43203
29278,37883
2928,4281
29280,6616
29283,8691
29284,10371
29285,7280
29287,24099
29288,37376
2929,14149
29290,3834
29291,83960
29292,6610
29293,11543
29294,145186
29295,30494
29296,55664
29297,72507
29299,10028
293,59534
2930,6560
29300,80870
29303,5879
29304,38214
29305,13213
29306,67994
29308,3791
29309,9170
2931,17479
29311,39039
29312,11484
29314,55240
29316,83308
29319,31265
2932,20338
29321,9431
29322,11388
29323,85713
29324,10236
29326,8636
29329,15141
2933,11789
29331,92757
29333,87560
29334,61582
29335,18499
29337,43885
29338,83662
29339,28194
2934,5671
29343,11669
29345,12048
29346,76981
29349,82706
2935,8097
29350,7759
29353,7833
29355,3545
2936,7422
29360,16984
29361,5653
29362,23819
29363,334049
29364,32963
29365,99092
29366,136329
29368,123924
2937,7103
29372,16183
29373,5461
29374,55601
29379,5170
2938,6594
29380,38768
29381,1261
29384,7573
29387,82741
29389,8067
2939,8072
29390,72954
29391,62863
29393,6216
29399,43803
294,85220
2940,97546
29400,102632
29401,10395
29404,28693
29405,83227
29406,86188
29407,74538
29408,9334
29410,9448
29413,133102
29414,11073
29415,63215
29416,28512
29418,5281
2942,69675
29420,39949
29422,72175
29425,85258
29426,89833
29427,80544
2943,74891
29430,49
29431,361
29432,7687
29433,15437
29437,28320
29439,125454
2944,74738
29440,146387
29443,24060
29444,26936
29445,2007
29446,1421
29447,3391
29448,34669
2945,58887
29452,81350
29453,60699
29455,9782
29456,30463
29457,8766
29458,3370
2946,110211
29460,9626
29462,78853
29463,5983
29466,22854
29467,57
29469,9901
29471,7888
29472,18786
29473,81237
29475,15251
29479,109803
2948,50134
29481,15422
29482,24301
29483,3067
29485,66652
29486,95772
29487,3368
29488,19714
29489,70920
2949,43035
29492,2588
29493,6314
29494,78716
29498,61419
29499,6784
295,43193
2950,86915
29500,64858
29501,75403
29503,4082
29504,2011
29508,8503
29509,2973
2951,73052
29513,12900
29515,11003
29517,57832
29519,31259
2952,58278
29521,14433
29524,106722
29525,5671
29527,90283
2953,44781
29531,8581
29532,103237
29533,74575
29534,35999
2954,36459
29540,130793
29541,63157
29542,5391
29543,55317
29544,68604
29545,39305
29546,85899
29548,3977
2955,28492
29554,7301
29555,117424
29557,44215
29559,6828
2956,64650
29560,7150
29561,93155
29562,8923
29563,7529
29564,82365
29566,3284
29568,29695
2957,36943
29570,53260
29571,94715
29572,95511
29573,97340
29577,63128
29578,4790
29579,7013
2958,33143
29580,85817
29581,123746
29583,178390
29587,11518
29588,110228
29589,70521
2959,33829
296,27886
2960,54790
29600,45782
29602,65630
29603,63022
29604,196971
29606,11083
29608,120932
29609,23603
2961,40926
29611,21822
29612,39970
29614,5626
29615,47392
29616,57057
29617,108307
29618,2532
29619,2691
2962,48051
29620,3102
29621,88709
29624,47137
29625,2297
29628,120095
29629,92103
2963,35983
29630,35657
29631,84089
29632,2950
29634,77495
29635,25287
29637,99354
29638,109300
29639,16379
2964,48920
29641,10662
29642,108195
29643,6667
29644,70741
29647,19262
29649,2977
2965,28326
29650,101683
29654,59355
29656,55883
29657,59258
29658,92055
29659,141313
2966,29494
29660,81682
29662,6032
29666,54194
29667,63341
29668,83377
2967,31281
29671,71579
29673,8711
29674,12659
29675,4503
29676,3738
2968,41192
29680,4750
29681,60155
29682,21292
29685,69626
29687,162504
2969,44040
29690,26955
29691,20312
29692,84986
29693,70455
29694,105308
29695,92264
29696,84306
29698,4365
29699,61490
297,72622
2970,53877
29700,94463
29701,86682
29702,9159
29705,40552
2971,36018
29711,74825
29713,38147
29714,35391
29715,58845
29717,30910
2972,47408
29720,2555
29721,85158
29722,16905
29723,39948
29724,55549
29725,138013
29726,113133
29729,98913
2973,27725
29730,124268
29732,615
29733,76978
29734,75759
29737,11845
2974,36770
29742,6121
29743,90482
29744,41185
29745,71360
29747,95565
29748,73834
2975,45109
29750,3050
29751,79481
29752,64462
29753,91014
29754,40639
29756,122441
29757,15228
29759,56508
2976,54580
29760,70941
29761,9912
29763,49782
29764,64116
29766,76709
2977,44036
29771,8793
29774,36397
29776,67288
29778,139554
2978,45645
29786,76296
29787,176876
29789,2108
2979,38980
29790,1955
29791,4163
29792,55806
29793,4531
29794,2918
29795,2600
29797,59618
29798,105651
298,121886
2980,20369
29808,18191
2981,1262644
29811,21524
29812,11378
29813,20936
29815,19619
29816,73121
29817,67308
29818,64854
2982,88906
29820,62636
29824,133307
29828,213358
29829,53563
2983,81593
29832,4327
29838,100631
29839,51590
2984,85552
29840,755
29842,57608
29847,83163
29849,99199
2985,83586
29850,40265
29851,52889
29852,54138
29853,41985
29855,44950
29859,65611
2986,81551
29860,60963
29861,45172
29862,83926
29863,31476
29865,64394
29866,89806
29868,61873
29869,159855
2987,94289
29875,159211
29876,3294
29877,85582
29879,40039
2988,515165
29880,101145
29881,7931
29885,24692
29886,29096
29888,5756
29889,4932
2989,46806
29890,54519
29891,12052
29892,52114
29893,148160
29894,115648
29895,71076
29897,4552
299,57440
2990,4843
29902,176823
29903,194877
29906,94767
29907,197229
29908,4977
29909,92071
29910,4625
29912,60738
29915,9589
29917,91047
29926,22704
29927,24384
29928,8109
29929,56033
2993,13396
29931,5455
29932,124300
29936,1463
29940,1018
29942,9933
29945,87408
29947,1241
29948,771
29949,24768
29952,47540
29953,12573
29954,1694
29958,134871
2996,33899
29962,979
29965,56589
29966,30652
2997,21579
29971,45240
29972,39945
29973,27763
29978,51610
29980,3317
29981,117182
29984,83433
29987,3688
29989,1594
29990,5011
29991,55093
29993,28446
29994,2395
3,1353
300,1579
30000,125808
30001,16806
30002,9404
30006,99573
30007,34811
3001,234
30011,22320
30012,35231
30014,2199
30015,2527
30019,1937
30022,72349
30023,64931
30029,4247
3003,163493
30031,147506
30035,2726
30036,18236
30037,84801
30038,13508
30039,32794
3004,66374
30040,30970
30041,92336
30044,2171
30045,2735
30047,118288
30057,56591
30059,106773
3006,66798
30061,66918
30063,3901
30064,22010
30065,86394
30066,17972
3007,18681
30074,56353
30082,83305
30086,3773
30087,69625
30089,75673
30090,53267
30093,81915
30095,93154
30096,72039
301,8259
30100,210922
30101,3454
30106,127086
30107,240406
30108,119452
3011,79240
30110,146421
30111,137477
30113,111195
30114,24422
30115,152098
30119,23400
30120,16694
30125,102662
30126,23319
30127,108224
30128,42044
30129,52660
30130,92355
30131,43687
30132,44881
30134,53411
30135,73528
30136,66523
30137,85983
30138,70917
3014,45558
30140,16623
30142,120344
30143,88688
30145,24796
30146,51424
30147,59386
30148,66952
30149,66293
3015,45783
30151,124
30152,121
30153,131
30154,19
30155,31450
3016,57256
30160,37669
30167,12426
30168,71054
30170,1919
30172,102837
30173,3454
30179,70107
30180,12300
30181,107937
30183,78154
30184,11674
30185,10601
30187,53337
30188,75730
3019,57964
30190,163764
30191,65406
30192,181504
30193,65975
30194,38780
30197,128714
30198,12578
30199,3993
3020,161312
30200,109687
30202,69396
30203,99622
30204,38887
30205,13557
30206,5221
30207,59988
30208,47493
30209,47617
3021,5803
30210,2100
30212,53629
30214,24304
30215,39215
30216,22173
30217,2121
30219,30813
3022,24828
30223,13778
30224,19851
30225,9096
30227,146395
30228,63925
3023,36144
30230,38674
30231,7473
30233,8998
30234,4100
30235,77692
30236,67679
30238,55017
3024,9736
30240,3703
30241,73760
30242,10631
30243,295
30244,114073
30245,136558
30246,55090
30247,135035
30249,72140
3025,24239
30250,73895
30251,1053
30255,7860
30256,17481
30257,34279
30258,34507
30259,7110
3026,17220
30260,857
30262,42540
30263,79873
30267,4226
30269,86174
3027,99493
30271,13241
30273,19450
30274,155598
30276,8442
30278,89941
30279,4617
3028,43755
30284,104157
30286,94077
30288,3212
3029,45881
30290,30083
30291,126238
30292,15433
30294,60014
30295,43209
30298,90307
30299,127728
3030,70443
30301,126366
30302,115924
30304,9233
30306,83807
30308,9444
30309,14579
3031,52228
30311,10705
30312,432601
30313,107516
30314,12145
30315,10595
30316,8580
30318,103040
30319,90592
3032,53971
30322,8195
30323,143466
30324,76100
30325,74164
30326,63057
30328,1438
30329,5203
3033,41
30330,4275
30332,71277
30333,76157
30334,26195
30335,48146
30336,113552
30337,7989
30338,9797
30339,26254
3034,46495
30340,105446
30342,67780
30347,84793
30348,550
30349,67888
3035,44561
30351,116538
30352,46329
30353,925
30354,110701
30356,45704
30357,38696
3036,48773
30364,32
30365,127046
30366,20656
30367,92141
30368,29586
3037,37817
30371,1187
30372,64879
30373,97506
30375,5250
30376,6520
30377,27995
3038,58525
30380,1375
30383,1100
30384,41631
30386,2398
30387,45261
30389,21555
3039,9743
30390,61598
30391,12774
30392,7308
30393,101241
30394,62327
30398,6348
30399,1949
304,23852
3040,36903
30400,38438
30401,43123
30402,51110
30406,80536
30408,28563
3041,45512
30410,223579
30412,4989
30416,2653
30417,72029
30419,43191
3042,47068
30421,81591
30427,22532
30428,70876
30429,31237
3043,46813
30431,64674
30432,34136
30433,50878
30434,68138
30435,55186
30436,121834
30438,2979
30439,40072
3044,142813
30440,65799
30441,12848
30442,47869
30445,17403
30446,25270
30447,41430
30448,45261
30449,41740
3045,33
30450,84559
30451,6172
30453,43981
30455,117850
30457,117210
30458,12728
3046,44165
30463,17085
30464,48760
30466,26074
3047,78829
30470,34788
30472,140594
30474,1901
30476,1915
30477,74286
30478,93678
30479,41613
3048,41229
30480,139854
30481,7079
30482,65454
30483,56822
30485,79390
30486,219783
30488,6793
30489,1829
3049,69796
30491,2980
30493,22604
30494,26967
30495,74225
30496,83231
30497,12025
30499,205506
305,114785
3050,55363
30501,109827
30502,42831
30504,5472
30506,33903
30507,26424
30509,51834
3051,38798
30524,14714
30526,1893
30527,133039
30529,63800
3053,51941
30530,53874
30531,48000
30537,42597
30538,83718
3054,58547
30540,40516
30541,146426
30542,34870
30546,63478
30547,16103
30548,126332
30549,134223
3055,50329
30550,111477
30551,97861
30555,23192
30556,68251
30558,88827
3056,81923
30560,114202
30561,19336
30562,29843
30563,54250
30564,81548
30565,20076
30567,117570
30568,49906
30572,64278
30573,29975
30574,74702
30577,27882
30578,70081
30579,34878
3058,88627
30580,3222
30583,8344
30585,25053
30586,55392
30588,39832
30589,65771
30590,163854
30591,172427
30596,25860
30597,71430
30598,109403
30599,104178
306,44641
30600,40097
30606,151984
30607,125110
30608,201167
30609,60950
30610,171329
30612,284328
30617,75284
30618,92056
30621,54314
30622,64123
30623,150914
30624,53145
30627,232651
30630,14640
30634,92627
30635,46297
30636,63293
30637,99008
30639,42767
30640,25788
30642,127931
30643,62762
30646,178862
30647,46212
30648,55676
30650,98782
30651,77052
30652,11529
30656,4482
30657,34167
30659,50004
3066,37219
30661,83081
30662,27054
30664,96520
30665,101631
30667,14663
30668,33932
30669,2594
3067,264178
30671,98129
30672,34572
30673,3621
30674,32160
30679,13788
3068,21787
30680,4040
30682,7131
30683,3505
30684,90704
30687,19094
30688,61624
30689,70272
3069,225031
30690,23039
30692,171803
30693,62221
30697,30911
30698,56576
307,34262
3070,59674
30700,102773
30701,27917
30704,128879
30705,10419
30706,38504
30707,56976
30708,297590
30709,21907
3071,91976
30710,70733
30712,18111
30714,184831
30715,2226
30717,75992
30718,113637
3072,191823
30721,43680
30722,4036
30723,75302
30724,98024
30726,144973
30728,6416
30729,104506
3073,66651
30730,8306
30731,11174
30732,105607
30733,63734
30736,114240
30737,204454
3074,75193
30740,35027
30742,27768
30743,10707
30744,106635
30745,241628
30749,165298
3075,81407
30750,22796
30752,29388
30754,157011
30755,147271
30756,139905
30758,61405
30759,54280
3076,123084
30760,13494
30761,2987
30764,8722
30765,114500
30767,3502
30768,24470
3077,48362
30770,11878
30773,4513
30775,108882
30776,73125
30778,11876
3078,33000
3079,44062
30791,79034
30792,228551
30795,41417
30796,21602
30797,18009
30798,5962
308,68017
3080,38874
30800,16464
30802,173079
30803,17552
30804,12040
30807,121298
30808,11440
30809,76005
3081,39626
30810,82323
30811,73225
30812,47388
30815,18208
30816,8439
30817,42549
30819,29493
3082,43701
30822,9219
30823,95531
30825,61581
30826,108992
30827,74430
30828,9525
3083,39074
30830,18571
30832,16878
30833,15714
30835,167780
30836,73891
30838,70248
3084,43255
30841,32
30842,3913
30845,53197
30847,8392
30848,87943
30849,135685
3085,48367
30852,44803
30853,26840
30854,41920
30855,130589
3086,33950
30860,52336
30861,21474
30863,136391
30864,46377
30865,124792
30866,43582
30868,60753
30869,9844
3087,26394
30870,101994
30871,124663
30873,48851
30874,18792
30875,59519
30876,10826
3088,21941
30881,62539
30882,29617
30884,4953
30885,5092
30887,4660
30888,78106
30889,37392
3089,33493
30891,42377
30893,25689
30894,128329
30895,10448
30896,386475
30898,871
30899,4032
309,23142
3090,494599
30900,16342
30901,5568
30902,9253
30905,34244
30907,19523
30908,28566
30909,31720
3091,95481
30910,44649
30911,1057
30916,905
3092,52603
30924,12007
30925,71143
3093,57704
30931,59917
30939,87975
3094,100165
30940,80518
30942,1218
30944,35786
30948,6593
3095,129293
30951,53625
30952,68399
30953,43391
30954,140273
30956,85156
30957,7979
3096,112917
30960,15533
30962,15575
30963,18618
30964,43146
30966,41317
30968,39267
3097,95863
30970,85394
30971,16308
30972,19819
30973,41525
30974,49558
30979,69195
3098,30
30980,63948
30981,26934
30982,63073
30983,10370
30985,54376
30989,52197
3099,41794
30990,162137
30993,37395
30998,628
310,39927
31003,9419
31004,162330
31005,92061
31006,14593
31007,70221
31008,39015
3101,60853
31011,484
31012,112147
31015,37534
31017,77474
31018,3186
31019,36281
3102,84890
31020,813
31021,66696
31024,3760
31026,138723
31027,10232
31029,23546
3103,91989
31031,43262
31033,75789
31034,36694
31035,17154
31036,16672
31037,96914
3104,79328
31040,912
31041,69608
31044,13406
31045,35932
31046,895
31048,5188
3105,87030
31050,6649
31055,40486
31056,95645
3106,27773
31062,15212
31063,1868
31065,49612
31067,76067
31068,27443
3107,29975
31072,92292
31075,48273
31078,231712
3108,22425
31082,35228
31083,57496
31084,2794
31086,117208
31087,330649
31088,1542
3109,7015
31090,164955
31092,59993
31094,19481
31096,69476
31097,48088
31098,103792
31099,130183
311,30939
3110,8414
31100,357
31101,57087
31103,30167
31104,6441
31105,62597
31106,128863
31108,117710
31109,1553
3111,6795
31110,26549
31111,53402
31112,17199
31113,27546
31116,42512
31118,65084
3112,4339
31121,36238
31122,62808
31124,26983
31125,279463
31127,12322
31128,72964
3113,6299
31130,90360
31131,84510
31132,165465
31133,127344
31136,2849
31138,62009
31139,90993
3114,5554
31140,59933
31142,10164
31147,650
3115,5392
31151,106898
31157,7922
31158,86731
31159,170914
3116,4245
