"gutenberg_author_id","author","gender","nationality","birthdate","deathdate","link","generation"
4360,"A-No. 1","M","American",1872,1944,"http://en.wikipedia.org/wiki/Leon_Ray_Livingston","Missionary "
31385,"A. L. O. E.","F","British",1821,1893,"http://en.wikipedia.org/wiki/Charlotte_Maria_Tucker",NA
31932,"Aanrud, Hans","M","Norwegian",1863,1953,"http://en.wikipedia.org/wiki/Hans_Aanrud",NA
8269,"Abbadie, Arnauld d'","M","French",1815,1893,"http://en.wikipedia.org/wiki/Arnaud-Michel_d%27Abbadie",NA
8871,"Abbot, Francis Ellingwood","M","American",1836,1903,"http://en.wikipedia.org/wiki/Francis_Ellingwood_Abbot","Gilded "
6179,"Abbot, Willis J. (Willis John)","M","American",1863,1934,"http://en.wikipedia.org/wiki/Willis_J._Abbot","Missionary "
64,"Abbott, Edwin Abbott","M","British",1838,1926,"http://en.wikipedia.org/wiki/Edwin_Abbott_Abbott",NA
5556,"Abbott, Eleanor Hallowell","F","American",1872,1958,"http://en.wikipedia.org/wiki/Eleanor_Hallowell_Abbott","Missionary "
4938,"Abbott, Frank Frost","M","American",1860,1924,"http://en.wikipedia.org/wiki/Frank_Frost_Abbott","Missionary "
1298,"Abbott, John S. C. (John Stevens Cabot)","M","American",1805,1877,"http://en.wikipedia.org/wiki/John_Stevens_Cabot_Abbott","Transcendental "
1604,"Abbott, Lyman","M","American",1835,1922,"http://en.wikipedia.org/wiki/Lyman_Abbott","Gilded "
25289,"Abercrombie, John","M","Scottish",1780,1844,"http://en.wikipedia.org/wiki/John_Abercrombie_%28physician%29",NA
3649,"Abercrombie, Lascelles","M","British",1881,1938,"http://en.wikipedia.org/wiki/Lascelles_Abercrombie",NA
4808,"Aberigh-Mackay, George","M","Indian",1848,1881,"http://en.wikipedia.org/wiki/George_Robert_Aberigh-Mackay",NA
35455,"Abernathy, Robert","M","American",1924,1990,"http://en.wikipedia.org/wiki/Robert_Abernathy","Greatest"
41716,"Abney, William de Wiveleslie, Sir","M","British",1843,1920,"http://en.wikipedia.org/wiki/William_de_Wiveleslie_Abney",NA
5182,"About, Edmond","M","French",1828,1885,"http://en.wikipedia.org/wiki/Edmond_François_Valentin_About",NA
8418,"Accum, Friedrich Christian","M","German",1769,1838,"http://en.wikipedia.org/wiki/Friedrich_Accum",NA
33388,"Ackerman, Forrest J.","M","American",1916,2008,"http://en.wikipedia.org/wiki/Forrest_J_Ackerman","Greatest"
8192,"Acton, John Emerich Edward Dalberg Acton, Baron","M","British",1834,1902,"http://en.wikipedia.org/wiki/John_Dalberg-Acton%2C_1st_Baron_Acton",NA
7572,"Adam, Juliette","F","French",1836,1936,"http://en.wikipedia.org/wiki/Juliette_Adam",NA
773,"Adams, Andy","M","American",1859,1935,"http://en.wikipedia.org/wiki/Andy_Adams_%28writer%29","Progressive "
3239,"Adams, Charles Francis","M","American",1835,1915,"http://en.wikipedia.org/wiki/Charles_Francis_Adams,_Jr.","Gilded "
1958,"Adams, Franklin P. (Franklin Pierce)","M","American",1881,1960,"http://en.wikipedia.org/wiki/Franklin_Pierce_Adams","Missionary "
5942,"Adams, Frederick Upham","M","American",1859,1921,"http://en.wikipedia.org/wiki/Frederick_Upham_Adams","Progressive "
36322,"Adams, H. C. (Henry Cadwallader)","M","British",1817,1899,"http://en.wikipedia.org/wiki/Henry_Cadwallader_Adams",NA
798,"Adams, Henry","M","American",1838,1918,"http://en.wikipedia.org/wiki/Henry_Brooks_Adams","Gilded "
45092,"Adams, John G. B. (John Gregory Bishop)","M","American",1841,1900,"http://en.wikipedia.org/wiki/John_G._B._Adams","Gilded "
460,"Adams, John Quincy","M","American",1767,1848,"http://en.wikipedia.org/wiki/John_Quincy_Adams","Compromise "
25308,"Adams, Joseph Quincy","M","American",1881,1946,"http://en.wikipedia.org/wiki/Joseph_Quincy_Adams","Missionary "
5596,"Adams, Nehemiah","M","American",1806,1878,"http://en.wikipedia.org/wiki/Nehemiah_Adams","Transcendental "
821,"Adams, Samuel","M","American",1722,1803,"http://en.wikipedia.org/wiki/Samuel_Adams","Awakening "
1635,"Adams, Samuel Hopkins","M","American",1871,1958,"http://en.wikipedia.org/wiki/Samuel_Hopkins_Adams","Missionary "
602,"Addams, Jane","F","American",1860,1935,"http://en.wikipedia.org/wiki/Jane_Addams","Missionary "
3917,"Ade, George","M","American",1866,1944,"http://en.wikipedia.org/wiki/George_Ade","Missionary "
25008,"Adler, Felix","M","German",1851,1933,"http://en.wikipedia.org/wiki/Felix_Adler_%28Society_for_Ethical_Culture%29",NA
36284,"Adler, G. J. (George J.)","M","German",1821,1868,"http://en.wikipedia.org/wiki/George_J._Adler",NA
39489,"Ady, Endre","M","Hungarian",1877,1919,"http://en.wikipedia.org/wiki/Endre_Ady",NA
1935,"Agassiz, Louis","M","French",1807,1873,"http://en.wikipedia.org/wiki/Louis_Agassiz",NA
7510,"Agrell, Alfhild","F","Swedish",1849,1923,"http://en.wikipedia.org/wiki/Alfhild_Agrell",NA
4336,"Aguilar, Grace","F","British",1816,1847,"http://en.wikipedia.org/wiki/Grace_Aguilar",NA
5462,"Aguinaldo, Emilio","M","Spanish",1869,1964,"http://en.wikipedia.org/wiki/Emilio_Aguinaldo",NA
6209,"Aicard, Jean","M","French",1848,1921,"http://en.wikipedia.org/wiki/Jean_Aicard",NA
570,"Aiken, Conrad","M","American",1889,1973,"http://en.wikipedia.org/wiki/Conrad_Aiken","Lost "
2157,"Aikin, Lucy","F","British",1781,1864,"http://en.wikipedia.org/wiki/Lucy_Aikin",NA
3834,"Ainger, Alfred","M","British",1837,1904,"http://en.wikipedia.org/wiki/Alfred_Ainger",NA
1056,"Ainsworth, William Harrison","M","British",1805,1882,"http://en.wikipedia.org/wiki/William_Harrison_Ainsworth",NA
3620,"Airy, George Biddell","M","British",1801,1892,"http://en.wikipedia.org/wiki/George_Biddell_Airy",NA
2589,"Aitken, Edward Hamilton","M","Greek",1851,1909,"http://en.wikipedia.org/wiki/Edward_Hamilton_Aitken",NA
3150,"Akenside, Mark","M","British",1721,1770,"http://en.wikipedia.org/wiki/Mark_Akenside",NA
39603,"Akins, Thomas B.","M","Canadian",1809,1891,"http://en.wikipedia.org/wiki/Thomas_Beamish_Akins",NA
39648,"Aksakov, S. T. (Sergei Timofeevich)","M","Russian",1791,1859,"http://en.wikipedia.org/wiki/Sergey_Aksakov",NA
772,"Akutagawa, Ryunosuke","M","Japanese",1892,1927,"http://en.wikipedia.org/wiki/Akutagawa_Ryunosuke",NA
38495,"Alcott, Amos Bronson","M","American",1799,1888,"https://en.wikipedia.org/wiki/Amos_Bronson_Alcott","Transcendental "
102,"Alcott, Louisa May","F","American",1832,1888,"http://en.wikipedia.org/wiki/Louisa_May_Alcott","Gilded "
2959,"Alcott, William A. (William Andrus)","M","American",1798,1859,"http://en.wikipedia.org/wiki/William_Alcott","Transcendental "
35753,"Alden, Raymond MacDonald","M","American",1873,1924,"http://en.wikipedia.org/wiki/Raymond_Macdonald_Alden","Missionary "
3792,"Aldrich, Mildred","F","American",1853,1928,"http://en.wikipedia.org/wiki/Mildred_Aldrich","Progressive "
311,"Aldrich, Thomas Bailey","M","American",1836,1907,"http://en.wikipedia.org/wiki/Thomas_Bailey_Aldrich","Gilded "
44549,"Alexander, Francesca","F","American",1837,1917,"http://en.wikipedia.org/wiki/Francesca_Alexander","Gilded "
36069,"Alford, Henry","M","British",1810,1871,"http://en.wikipedia.org/wiki/Henry_Alford",NA
26839,"Alford, Marianne Margaret Compton Cust, Viscountess","F","British",1817,1888,"https://en.wikipedia.org/wiki/Maria_Alford",NA
32325,"Algie, R. M. (Ronald Macmillan)","M","British",1888,1978,"http://en.wikipedia.org/wiki/Ronald_Algie",NA
44419,"Ali Bey","M","Spanish",1766,1818,"https://en.wikipedia.org/wiki/Ali_Bey_al-Abbasi",NA
39729,"Allbutt, T. Clifford (Thomas Clifford)","M","British",1836,1925,"http://en.wikipedia.org/wiki/Thomas_Clifford_Allbutt",NA
1452,"Allen, Grant","M","Canadian",1848,1899,"http://en.wikipedia.org/wiki/Grant_Allen",NA
32057,"Allen, J. A. (Joel Asaph)","M","American",1838,1921,"http://en.wikipedia.org/wiki/Joel_Asaph_Allen","Gilded "
1483,"Allen, James","M","British",1864,1912,"http://en.wikipedia.org/wiki/James_Allen_(author)",NA
869,"Allen, James Lane","M","American",1849,1925,"http://en.wikipedia.org/wiki/James_Lane_Allen","Progressive "
33803,"Allies, T. W. (Thomas William)","M","British",1813,1903,"http://en.wikipedia.org/wiki/Thomas_William_Allies",NA
6965,"Allingham, William","M","Irish",1824,1889,"http://en.wikipedia.org/wiki/William_Allingham",NA
2851,"Allison, Young Ewing","M","American",1853,1932,"http://en.wikipedia.org/wiki/Young_E._Allison","Progressive "
3817,"Allston, Washington","M","American",1779,1843,"http://en.wikipedia.org/wiki/Washington_Allston","Compromise "
5691,"Almario, Rosauro","M","Filipino",1886,1933,"http://en.wikipedia.org/wiki/Rosauro_Almario",NA
3704,"Altamirano, Ignacio Manuel","M","Spanish",1834,1893,"http://en.wikipedia.org/wiki/Ignacio_Manuel_Altamirano",NA
2561,"Altsheler, Joseph A. (Joseph Alexander)","M","American",1862,1919,"http://en.wikipedia.org/wiki/Joseph_Alexander_Altsheler","Missionary "
1189,"Amundsen, Roald","M","Norwegian",1872,1928,"http://en.wikipedia.org/wiki/Roald_Amundsen",NA
2530,"Andersen Nexø, Martin","M","Danish",1869,1954,"http://en.wikipedia.org/wiki/Martin_Andersen_Nexø",NA
2298,"Andersen, H. C. (Hans Christian)","M","Danish",1805,1875,"http://en.wikipedia.org/wiki/Hans_Christian_Andersen",NA
25203,"Anderson, Poul","M","American",1926,2001,"http://en.wikipedia.org/wiki/Poul_Anderson","Greatest"
231,"Anderson, Sherwood","M","American",1876,1941,"http://en.wikipedia.org/wiki/Sherwood_Anderson","Missionary "
26822,"Anderson, Thomas","M","Scottish",1819,1874,"http://en.wikipedia.org/wiki/Thomas_Anderson_%28chemist%29",NA
7941,"Andersson, Dan","M","Swedish",1888,1920,"http://en.wikipedia.org/wiki/Dan_Andersson",NA
37791,"Andreas-Salomé, Lou","F","Russian",1861,1937,"http://en.wikipedia.org/wiki/Lou_Andreas-Salom%C3%A9",NA
1687,"Andrews, Mary Raymond Shipman","F","American",1860,1936,"http://en.wikipedia.org/wiki/Mary_Raymond_Shipman_Andrews","Missionary "
4301,"Andrews, Roy Chapman","M","American",1884,1960,"http://en.wikipedia.org/wiki/Roy_Chapman_Andrews","Lost "
1871,"Andreyev, Leonid","M","Russian",1871,1919,"http://en.wikipedia.org/wiki/Leonid_Andreyev",NA
8796,"Anson, Adrian Constantine","M","American",1852,1922,"http://en.wikipedia.org/wiki/Cap_Anson","Progressive "
6137,"Anstey, F.","M","British",1856,1934,"http://en.wikipedia.org/wiki/F._Anstey",NA
38935,"Anstie, Francis Edmund","M","British",1833,1874,"http://en.wikipedia.org/wiki/Francis_E._Anstie",NA
9433,"Antin, Mary","F","American",1881,1949,"http://en.wikipedia.org/wiki/Mary_Antin","Missionary "
4392,"Apess, William","M","American",1798,1839,"http://en.wikipedia.org/wiki/William_Apess","Transcendental "
6924,"Arago, François","M","French",1786,1853,"http://en.wikipedia.org/wiki/Fran%C3%A7ois_Arago",NA
8964,"Arbuthnot, F. F.","M","British",1833,1901,"http://en.wikipedia.org/wiki/Forster_Fitzgerald_Arbuthnot",NA
7278,"Arbuthnot, George","M","British",1836,1912,"http://en.wikipedia.org/wiki/George_Arbuthnot_%28politician%29",NA
3729,"Archer, William","M","Scottish",1856,1924,"http://en.wikipedia.org/wiki/William_Archer_(critic)",NA
2410,"Ardant du Picq, Charles Jean Jacques Joseph","M","French",1821,1870,"http://en.wikipedia.org/wiki/Ardant_du_Picq",NA
2375,"Argyll, John Douglas Sutherland Campbell, Duke of","M","British",1845,1914,"http://en.wikipedia.org/wiki/John_Campbell%2C_9th_Duke_of_Argyll",NA
25461,"Arnault, A.-V. (Antoine-Vincent)","M","French",1766,1834,"http://en.wikipedia.org/wiki/Antoine-Vincent_Arnault",NA
889,"Arnold, Edwin, Sir","M","British",1832,1904,"http://en.wikipedia.org/wiki/Edwin_Arnold",NA
1401,"Arnold, Matthew","M","British",1822,1888,"http://en.wikipedia.org/wiki/Matthew_Arnold",NA
4867,"Arnold, Thomas","M","British",1795,1842,"http://en.wikipedia.org/wiki/Thomas_Arnold",NA
1653,"Arthur, Chester Alan","M","American",1829,1886,"http://en.wikipedia.org/wiki/Chester_A._Arthur","Gilded "
1513,"Arthur, T. S. (Timothy Shay)","M","American",1809,1885,"http://en.wikipedia.org/wiki/Timothy_Shay_Arthur","Transcendental "
2955,"Artsybashev, M. (Mikhail)","M","Russian",1878,1927,"http://en.wikipedia.org/wiki/Mikhail_Artsybashev",NA
34177,"Asbjørnsen, Peter Christen","M","Norwegian",1812,1885,"http://en.wikipedia.org/wiki/Peter_Christen_Asbj%C3%B8rnsen",NA
9908,"Ashford, Daisy","F","British",1881,1972,"http://en.wikipedia.org/wiki/Daisy_Ashford",NA
34604,"Ashwell, Pauline","F","British",1928,NA,"http://en.wikipedia.org/wiki/Pauline_Ashwell",NA
35316,"Asimov, Isaac","M","American",1920,1992,"http://en.wikipedia.org/wiki/Isaac_Asimov","Greatest"
1441,"Asquith, Margot","M","British",1864,1945,"http://en.wikipedia.org/wiki/Margot_Asquith",NA
671,"Astor, John Jacob","M","American",1864,1912,"http://en.wikipedia.org/wiki/John_Jacob_Astor_IV","Missionary "
263,"Atherton, Gertrude Franklin Horn","F","American",1857,1948,"http://en.wikipedia.org/wiki/Gertrude_Atherton","Progressive "
9397,"Audoux, Marguerite","F","French",1863,1937,"http://en.wikipedia.org/wiki/Marguerite_Audoux",NA
8194,"Auerbach, Berthold","M","German",1812,1882,"http://en.wikipedia.org/wiki/Berthold_Auerbach",NA
2894,"Aulard, F.-A. (François-Alphonse)","M","French",1849,1928,"http://en.wikipedia.org/wiki/François_Victor_Alphonse_Aulard",NA
68,"Austen, Jane","F","British",1775,1817,"http://en.wikipedia.org/wiki/Jane_Austen",NA
37643,"Austin, Alfred","M","British",1835,1913,"http://en.wikipedia.org/wiki/Alfred_Austin",NA
1544,"Austin, Jane G. (Jane Goodwin)","F","American",1831,1894,"http://en.wikipedia.org/wiki/Jane_G._Austin","Gilded "
38169,"Aveling, Edward B.","M","British",1849,1898,"http://en.wikipedia.org/wiki/Edward_Aveling",NA
3270,"Avery, Harold","M","British",1867,1943,"http://en.wikipedia.org/wiki/Harold_Avery",NA
3764,"Aytoun, William Edmondstoune","M","Scottish",1813,1865,"http://en.wikipedia.org/wiki/William_Edmonstoune_Aytoun",NA
282,"Azuela, Mariano","M","Mexican",1873,1952,"http://en.wikipedia.org/wiki/Mariano_Azuela",NA
8279,"Bab, `Ali Muhammad Shirazi","M","Iranian",1819,1850,"http://en.wikipedia.org/wiki/B%C3%A1b",NA
556,"Babbage, Charles","M","British",1791,1871,"http://en.wikipedia.org/wiki/Charles_Babbage",NA
24754,"Babson, Roger Ward","M","American",1875,1967,"http://en.wikipedia.org/wiki/Roger_Babson","Missionary "
4001,"Bacheller, Irving","M","American",1859,1950,"http://en.wikipedia.org/wiki/Irving_Bacheller","Progressive "
39945,"Bacon, Benjamin Wisner","M","American",1860,1932,"http://en.wikipedia.org/wiki/Benjamin_Wisner_Bacon","Missionary "
2389,"Bacon, Delia Salter","F","American",1811,1859,"http://en.wikipedia.org/wiki/Delia_Bacon","Transcendental "
39257,"Bacon, George B. (George Blagden)","M","Jersey",1836,1876,"http://en.wikipedia.org/wiki/George_B._Bacon",NA
9246,"Bacon, Josephine Daskam","F","American",1876,1961,"http://en.wikipedia.org/wiki/Josephine_Daskam_Bacon","Missionary "
232,"Bacon, Leonard Woolsey","M","American",1830,1907,"http://en.wikipedia.org/wiki/Leonard_Woolsey_Bacon","Gilded "
2144,"Baden-Powell of Gilwell, Robert Stephenson Smyth Baden-Powell, Baron","M","British",1857,1941,"http://en.wikipedia.org/wiki/Robert_Baden-Powell,_1st_Baron_Baden-Powell",NA
1461,"Bagehot, Walter","M","British",1826,1877,"http://en.wikipedia.org/wiki/Walter_Bagehot",NA
3229,"Bagnold, Enid","M","British",1889,1981,"http://en.wikipedia.org/wiki/Enid_Bagnold",NA
6767,"Bahá'u'lláh","M","Iranian",1817,1892,"http://en.wikipedia.org/wiki/Bahá'u'lláh",NA
1842,"Bailey, Arthur Scott","M","American",1877,1949,"http://en.wikipedia.org/wiki/Arthur_Scott_Bailey","Missionary "
8801,"Bailey, Carolyn Sherwin","F","American",1875,1961,"http://en.wikipedia.org/wiki/Carolyn_Sherwin_Bailey","Missionary "
36387,"Bailey, Florence Merriam","F","American",1863,1948,"http://en.wikipedia.org/wiki/Florence_Augusta_Merriam_Bailey","Missionary "
3089,"Bailey, L. H. (Liberty Hyde)","M","American",1858,1954,"http://en.wikipedia.org/wiki/Liberty_Hyde_Bailey","Progressive "
5598,"Baillie, Joanna","F","Scottish",1762,1851,"http://en.wikipedia.org/wiki/Joanna_Baillie",NA
3998,"Bain, F. W. (Francis William)","M","British",1863,1940,"http://en.wikipedia.org/wiki/F._W._Bain",NA
25526,"Baird, Henry Martyn","M","American",1832,1906,"http://en.wikipedia.org/wiki/Henry_Martyn_Baird","Gilded "
3894,"Bairnsfather, Bruce","M","British",1887,1959,"http://en.wikipedia.org/wiki/Bruce_Bairnsfather",NA
796,"Baker, Samuel White, Sir","M","British",1821,1893,"http://en.wikipedia.org/wiki/Samuel_Baker",NA
9485,"Bakunin, Mikhail Aleksandrovich","M","Russian",1814,1876,"http://en.wikipedia.org/wiki/Mikhail_Bakunin",NA
39000,"Baldwin, Faith","F","American",1893,1978,"http://en.wikipedia.org/wiki/Faith_Baldwin","Lost "
31964,"Baldwin, John D. (John Denison)","M","American",1809,1883,"http://en.wikipedia.org/wiki/John_Denison_Baldwin","Transcendental "
2854,"Baldwin, Simeon E. (Simeon Eben)","M","American",1840,1927,"http://en.wikipedia.org/wiki/Simeon_Eben_Baldwin","Gilded "
41135,"Balfour, Francis M. (Francis Maitland)","M","British",1851,1882,"http://en.wikipedia.org/wiki/Francis_Maitland_Balfour",NA
46125,"Balfour, John Hutton","M","Scottish",1808,1884,"https://en.wikipedia.org/wiki/John_Hutton_Balfour",NA
1063,"Ball, Hugo","M","German",1886,1927,"http://en.wikipedia.org/wiki/Hugo_Ball",NA
866,"Ball, Robert S. (Robert Stawell)","M","Irish",1840,1913,"http://en.wikipedia.org/wiki/Robert_Stawell_Ball",NA
32266,"Ball, W. W. Rouse (Walter William Rouse)","M","British",1850,1925,"http://en.wikipedia.org/wiki/W._W._Rouse_Ball",NA
333,"Ballantyne, R. M. (Robert Michael)","M","Scottish",1825,1894,"http://en.wikipedia.org/wiki/Robert_Michael_Ballantyne",NA
2707,"Ballou, Hosea","M","American",1771,1852,"http://en.wikipedia.org/wiki/Hosea_Ballou","Compromise "
1254,"Bamford, Mary E. (Mary Ellen)","F","American",1857,1946,"http://en.wikipedia.org/wiki/Mary_Ellen_Bamford","Progressive "
32221,"Bancroft, George","M","American",1800,1891,"http://en.wikipedia.org/wiki/George_Bancroft","Transcendental "
7940,"Bandelier, Adolph Francis Alphonse","M","American",1840,1914,"http://en.wikipedia.org/wiki/Adolph_Francis_Alphonse_Bandelier","Gilded "
2522,"Bandini, Helen Elliott","F","American",1854,1911,"http://en.wikipedia.org/wiki/Helen_Elliott_Bandini","Progressive "
979,"Bangs, John Kendrick","M","American",1862,1922,"http://en.wikipedia.org/wiki/John_Kendrick_Bangs","Missionary "
605,"Bannerman, Helen","F","Scottish",1862,1946,"http://en.wikipedia.org/wiki/Helen_Bannerman",NA
5368,"Barbauld, Mrs. (Anna Letitia)","F","French",1743,1825,"http://en.wikipedia.org/wiki/Anna_Laetitia_Barbauld",NA
40093,"Barbellion, W. N. P.","M","British",1889,1919,"https://en.wikipedia.org/wiki/W._N._P._Barbellion",NA
5245,"Barbey d'Aurevilly, J. (Jules)","M","French",1808,1889,"http://en.wikipedia.org/wiki/Jules_Amédée_Barbey_d'Aurevilly",NA
2067,"Barbour, Ralph Henry","M","American",1870,1944,"http://en.wikipedia.org/wiki/Ralph_Henry_Barbour","Missionary "
1472,"Barbusse, Henri","M","French",1873,1935,"http://en.wikipedia.org/wiki/Henri_Barbusse",NA
43441,"Barbé, Louis A.","M","French",1845,1926,"https://en.wikipedia.org/wiki/Louis_Auguste_Barb%C3%A9",NA
1253,"Barclay, Florence L. (Florence Louisa)","F","British",1862,1921,"http://en.wikipedia.org/wiki/Florence_L._Barclay",NA
937,"Baring, Maurice","M","British",1874,1945,"http://en.wikipedia.org/wiki/Maurice_Baring",NA
6301,"Barlow, Jane","F","Irish",1856,1917,"http://en.wikipedia.org/wiki/Jane_Barlow",NA
2849,"Barlow, Joel","M","American",1754,1812,"http://en.wikipedia.org/wiki/Joel_Barlow","Republican "
35857,"Barlow, R. H. (Robert Hayward)","M","American",1918,1951,"http://en.wikipedia.org/wiki/R._H._Barlow","Greatest"
2816,"Barnum, P. T. (Phineas Taylor)","M","American",1810,1891,"http://en.wikipedia.org/wiki/P._T._Barnum","Transcendental "
2199,"Barr, Amelia E.","F","British",1831,1919,"http://en.wikipedia.org/wiki/Amelia_Edith_Huddleston_Barr",NA
1616,"Barr, Robert","M","Canadian",1850,1912,"http://en.wikipedia.org/wiki/Robert_Barr_%28writer%29",NA
10,"Barrie, J. M. (James Matthew)","M","Scottish",1860,1937,"http://en.wikipedia.org/wiki/J._M._Barrie",NA
4056,"Barrili, Anton Giulio","M","Italian",1836,1908,"http://en.wikipedia.org/wiki/Antonio_Giulio_Barrili",NA
7821,"Barron, Clarence W. (Clarence Walker)","M","British",1855,1928,"http://en.wikipedia.org/wiki/Clarence_Walker_Barron",NA
7259,"Barrows, E. P. (Elijah Porter)","M","American",1807,1888,"http://en.wikipedia.org/wiki/Elijah_Porter_Barrows","Transcendental "
37548,"Bartlett, John Russell","M","American",1805,1886,"http://en.wikipedia.org/wiki/John_Russell_Bartlett","Transcendental "
31361,"Bartlett, Vernon","M","British",1894,1983,"http://en.wikipedia.org/wiki/Vernon_Bartlett",NA
34455,"Barton, Clara","F","American",1821,1912,"http://en.wikipedia.org/wiki/Clara_Barton","Transcendental "
7372,"Barzini, Luigi","M","Italian",1874,1947,"http://en.wikipedia.org/wiki/Luigi_Barzini,_Sr.",NA
5287,"Bashkirtseff, Marie","F","Russian",1858,1884,"http://en.wikipedia.org/wiki/Marie_Bashkirtseff",NA
2534,"Bassett, Sara Ware","F","American",1872,1968,"http://en.wikipedia.org/wiki/Sara_Ware_Bassett","Missionary "
8253,"Bassnett, Thomas","M","American",1808,NA,"http://en.wikipedia.org/wiki/Thomas_Bassnett","Transcendental "
40105,"Bateman, H. M. (Henry Mayo)","M","British",1887,1970,"http://en.wikipedia.org/wiki/H._M._Bateman",NA
33755,"Bates, Harry","M","American",1900,1981,"http://en.wikipedia.org/wiki/Harry_Bates_(author)","Lost "
910,"Bates, Henry Walter","M","British",1825,1892,"http://en.wikipedia.org/wiki/Henry_Walter_Bates",NA
25106,"Bates, Joseph","M","American",1792,1872,"http://en.wikipedia.org/wiki/Joseph_Bates_(Adventist)","Transcendental "
2578,"Bates, Katharine Lee","F","American",1859,1929,"http://en.wikipedia.org/wiki/Katharine_Lee_Bates","Progressive "
33456,"Bateson, William","M","British",1861,1926,"http://en.wikipedia.org/wiki/William_Bateson",NA
40008,"Baucher, François","M","French",1796,1873,"http://en.wikipedia.org/wiki/Fran%C3%A7ois_Baucher",NA
42,"Baum, L. Frank (Lyman Frank)","M","American",1856,1919,"http://en.wikipedia.org/wiki/L._Frank_Baum","Progressive "
9310,"Bax, Ernest Belfort","M","British",1854,1926,"http://en.wikipedia.org/wiki/Ernest_Belfort_Bax",NA
1348,"Bazin, René","M","French",1853,1932,"http://en.wikipedia.org/wiki/René_Bazin",NA
4000,"Beach, Rex","M","American",1877,1949,"http://en.wikipedia.org/wiki/Rex_Beach","Missionary "
7052,"Beard, Charles A. (Charles Austin)","M","American",1874,1948,"http://en.wikipedia.org/wiki/Charles_A._Beard","Missionary "
8612,"Beard, Daniel Carter","M","American",1850,1941,"http://en.wikipedia.org/wiki/Daniel_Carter_Beard","Progressive "
5934,"Beatty, William","M","Irish",1773,1842,"http://en.wikipedia.org/wiki/William_Beatty_(surgeon)",NA
5567,"Beaugrand, Honoré","M","French",1849,1906,"http://en.wikipedia.org/wiki/Honoré_Beaugrand",NA
7962,"Beaumarchais, Pierre Augustin Caron de","M","French",1732,1799,"http://en.wikipedia.org/wiki/Pierre_Beaumarchais",NA
5943,"Beaverbrook, Max Aitken, Baron","M","British",1879,1964,"http://en.wikipedia.org/wiki/Max_Aitken,_1st_Baron_Beaverbrook",NA
8233,"Beazley, C. Raymond (Charles Raymond)","M","British",1868,1955,"http://en.wikipedia.org/wiki/Charles_Raymond_Beazley",NA
4288,"Bebel, August","M","German",1840,1913,"http://en.wikipedia.org/wiki/August_Bebel",NA
3290,"Beck, James M. (James Montgomery)","M","American",1861,1936,"http://en.wikipedia.org/wiki/James_M._Beck","Missionary "
1317,"Becke, Louis","M","Australian",1855,1913,"http://en.wikipedia.org/wiki/George_Lewis_Becke",NA
1111,"Becker, Carl L. (Carl Lotus)","M","American",1873,1945,"http://en.wikipedia.org/wiki/Carl_L._Becker","Missionary "
806,"Beckford, William","M","British",1760,1844,"http://en.wikipedia.org/wiki/William_Thomas_Beckford",NA
1528,"Bede, Cuthbert","M","British",1827,1889,"http://en.wikipedia.org/wiki/Edward_Bradley_(writer)",NA
34930,"Bedford-Jones, H. (Henry)","M","American",1887,1949,"http://en.wikipedia.org/wiki/H._Bedford-Jones","Lost "
36260,"Bedini, Silvio A.","M","American",1917,2007,"http://en.wikipedia.org/wiki/Silvio_Bedini","Greatest"
31644,"Beebe, William","M","American",1877,1962,"http://en.wikipedia.org/wiki/William_Beebe","Missionary "
2109,"Beecher, Catharine Esther","F","American",1800,1878,"http://en.wikipedia.org/wiki/Catharine_Beecher","Transcendental "
31487,"Beecher, Henry Ward","M","American",1813,1887,"http://en.wikipedia.org/wiki/Henry_Ward_Beecher","Transcendental "
397,"Beerbohm, Max, Sir","M","British",1872,1956,"http://en.wikipedia.org/wiki/Max_Beerbohm",NA
75,"Beethoven, Ludwig van","M","German",1770,1827,"http://en.wikipedia.org/wiki/Ludwig_van_Beethoven",NA
3324,"Beeton, Mrs. (Isabella Mary)","F","British",1836,1865,"http://en.wikipedia.org/wiki/Mrs_Beeton",NA
5055,"Begbie, Harold","M","British",1871,1929,"http://en.wikipedia.org/wiki/Edward_Harold_Begbie",NA
6401,"Belasco, David","M","American",1853,1931,"http://en.wikipedia.org/wiki/David_Belasco","Progressive "
28363,"Belcourt, N. A. (Napoléon-Antoine)","M","Canadian",1860,1932,"http://en.wikipedia.org/wiki/Napol%C3%A9on_Belcourt",NA
5034,"Bell, Clive","M","British",1881,1964,"http://en.wikipedia.org/wiki/Clive_Bell",NA
3182,"Bell, J. J. (John Joy)","M","Scottish",1871,1934,"http://en.wikipedia.org/wiki/John_Joy_Bell",NA
327,"Bellamy, Edward","M","American",1850,1898,"http://en.wikipedia.org/wiki/Edward_Bellamy","Progressive "
40487,"Bellett, J. G. (John Gifford)","M","Irish",1795,1864,"http://en.wikipedia.org/wiki/John_Gifford_Bellett",NA
44224,"Bellman, Carl Michael","M","Swedish",1740,1795,"http://en.wikipedia.org/wiki/Carl_Michael_Bellman",NA
2437,"Belloc, Hilaire","M","French",1870,1953,"http://en.wikipedia.org/wiki/Hilaire_Belloc",NA
1994,"Belt, Thomas","M","British",1832,1878,"http://en.wikipedia.org/wiki/Thomas_Belt",NA
